'tain	tɛ̃
chambriez	ʃɑ̃bʁije
chambrions	ʃɑ̃bʁijɔ̃
chambrière	ʃɑ̃bʁijɛʁ
chambrières	ʃɑ̃bʁijɛʁ
chambrons	ʃɑ̃bʁɔ̃
chambrâmes	ʃɑ̃bʁɑm
chambrât	ʃɑ̃bʁɑ
chambrâtes	ʃɑ̃bʁɑt
chambrèrent	ʃɑ̃bʁɛʁ
chambré	ʃɑ̃bʁe
chambrée	ʃɑ̃bʁe
chameau	ʃamo
chamelet	ʃamlɛ
chamelle	ʃamɛl
chamelon	ʃamlɔ̃
chamois	ʃamwa
chamoiserie	ʃamwazʁi
chamonix	ʃamɔni
chamotte	ʃamɔt
champ	ʃɑ̃
champ'	ʃɑ̃p
champagne	ʃɑ̃paɲ
champart	ʃɑ̃paʁ
champenois	ʃɑ̃pənwa
champenoise	ʃɑ̃pənwaz
champignon	ʃɑ̃piɲɔ̃
champignonneux	ʃɑ̃piɲɔnø
champignonniste	ʃɑ̃piɲɔnist
champignonnière	ʃɑ̃piɲɔnjɛʁ
champion	ʃɑ̃pjɔ̃
championnat	ʃɑ̃pjɔna
champlain	ʃɑ̃plɛ̃
champlure	ʃɑ̃plyʁ
champs	ʃɑ̃
champtocéenne	ʃɑ̃ptɔseɛn
champêtre	ʃɑ̃pɛtʁ
chananéenne	kananeɛn
chance	ʃɑ̃s
chancelant	ʃɑ̃slɑ̃
chancelante	ʃɑ̃slɑ̃t
chanceler	ʃɑ̃sle
chancelière	ʃɑ̃səljɛʁ
chances	ʃɑ̃s
chancir	ʃɑ̃siʁ
chancre	ʃɑ̃kʁ
chandail	ʃɑ̃daj
chandeleur	ʃɑ̃dlœʁ
chandelier	ʃɑ̃dəlje
chandelle	ʃɑ̃dɛl
chanfrein	ʃɑ̃fʁɛ̃
change	ʃɑ̃ʒ
changeable	ʃɑ̃ʒabl
changeant	ʃɑ̃ʒɑ̃
changement	ʃɑ̃ʒmɑ̃
changeons	ʃɑ̃ʒɔ̃
changer	ʃɑ̃ʒe
changé	ʃɑ̃ʒe
chanlatte	ʃɑ̃lat
chanmé	ʃɑ̃me
chanoine	ʃanwan
chanoinesse	ʃanwanɛs
chanson	ʃɑ̃sɔ̃
chansonnette	ʃɑ̃sɔnɛt
chansonnettes	ʃɑ̃sɔnɛt
chansons	ʃɑ̃sɔ̃
chant	ʃɑ̃
chantable	ʃɑ̃tabl
chantables	ʃɑ̃tabl
chantage	ʃɑ̃taʒ
chantages	ʃɑ̃taʒ
chantait	ʃɑ̃tɛ
chantal	ʃɑ̃tal
chantant	ʃɑ̃tɑ̃
chantante	ʃɑ̃tɑ̃t
chantantes	ʃɑ̃tɑ̃t
chantants	ʃɑ̃tɑ̃
chante	ʃɑ̃t
chantefable	ʃɑ̃təfabl
chantent	ʃɑ̃t
chanter	ʃɑ̃te
chanterelle	ʃɑ̃tʁɛl
chantes	ʃɑ̃t
chanteur	ʃɑ̃tœʁ
chanteuse	ʃɑ̃tøz
chantez	ʃɑ̃te
chantier	ʃɑ̃tje
chantonner	ʃɑ̃tɔne
chantons	ʃɑ̃tɔ̃
chantre	ʃɑ̃tʁ
chanvre	ʃɑ̃vʁ
chançarde	ʃɑ̃saʁd
chaos	kao
chaotique	kaɔtik
chaouch	ʃauʃ
chaoui	ʃawi
chaouie	ʃawi
chaparder	ʃapaʁde
chape	ʃap
chapeau	ʃapo
chapeaux	ʃapo
chapelain	ʃaplɛ̃
chapelet	ʃaplɛ
chapelets	ʃaplɛ
chapelier	ʃapəlje
chapelle	ʃapɛl
chaperon	ʃapʁɔ̃
chaperonner	ʃapʁɔne
chapiteau	ʃapito
chapitre	ʃapitʁ
chapon	ʃapɔ̃
chaponner	ʃapɔne
chapska	ʃapska
chaque	ʃak
char	ʃaʁ
charabia	ʃaʁabja
charade	ʃaʁad
charançon	ʃaʁɑ̃sɔ̃
charbon	ʃaʁbɔ̃
charbonnage	ʃaʁbɔnaʒ
charbonner	ʃaʁbɔne
charbonneur	ʃaʁbɔnœʁ
charbonneuse	ʃaʁbɔnøz
charbonnier	ʃaʁbɔnje
charbonniers	ʃaʁbɔnje
charbonnière	ʃaʁbɔnjɛʁ
charbonnières	ʃaʁbɔnjɛʁ
charcuter	ʃaʁkyte
charcuterie	ʃaʁkytʁi
charcutier	ʃaʁkytje
charcutière	ʃaʁkytjɛʁ
chardon	ʃaʁdɔ̃
chardonnay	ʃaʁdɔnɛ
chardonneret	ʃaʁdɔnʁɛ
charente	ʃaʁɑ̃t
charge	ʃaʁʒ
chargement	ʃaʁʒəmɑ̃
charger	ʃaʁʒe
charges	ʃaʁʒ
chargino	ʃaʁʒino
chariclée	kaʁikle
charier	ʃaʁje
chariot	ʃaʁjo
charismatique	kaʁismatik
charismatiques	kaʁismatik
charisme	kaʁism
charitable	ʃaʁitabl
charité	ʃaʁite
charivari	ʃaʁivaʁi
charlatan	ʃaʁlatɑ̃
charlatane	ʃaʁlatan
charlemagne	ʃaʁləmaɲ
charleroi	ʃaʁləʁwa
charles	ʃaʁl
charlevoisienne	ʃaʁləvwazjɛn
charline	ʃaʁlin
charlot	ʃaʁlo
charlotte	ʃaʁlɔt
charlène	ʃaʁlɛn
charmant	ʃaʁmɑ̃
charmante	ʃaʁmɑ̃t
charme	ʃaʁm
charmer	ʃaʁme
charmes	ʃaʁm
charmeur	ʃaʁmœʁ
charmeurs	ʃaʁmœʁ
charmeuse	ʃaʁmøz
charmeuses	ʃaʁmøz
charmille	ʃaʁmij
charnel	ʃaʁnɛl
charnellement	ʃaʁnɛlmɑ̃
charnier	ʃaʁnje
charnière	ʃaʁnjɛʁ
charnu	ʃaʁny
charo	ʃaʁo
charognard	ʃaʁɔɲaʁ
charognarde	ʃaʁɔɲaʁd
charogne	ʃaʁɔɲ
charpente	ʃaʁpɑ̃t
charpenter	ʃaʁpɑ̃te
charpenterie	ʃaʁpɑ̃tʁi
charpenteries	ʃaʁpɑ̃tʁi
charpentier	ʃaʁpɑ̃tje
charpentière	ʃaʁpɑ̃tjɛʁ
charpie	ʃaʁpi
charrer	ʃaʁe
charretière	ʃaʁtjɛʁ
charrette	ʃaʁɛt
charria	ʃaʁja
charriai	ʃaʁje
charriaient	ʃaʁjɛ
charriais	ʃaʁjɛ
charriait	ʃaʁjɛ
charriant	ʃaʁjɑ̃
charrias	ʃaʁjɑ
charriasse	ʃaʁjas
charriassent	ʃaʁjas
charriasses	ʃaʁjas
charriassiez	ʃaʁjasje
charriassions	ʃaʁjasjɔ̃
charrie	ʃaʁi
charrient	ʃaʁi
charrier	ʃaʁje
charriera	ʃaʁiʁa
charrierai	ʃaʁiʁe
charrieraient	ʃaʁiʁɛ
charrierais	ʃaʁiʁɛ
charrierait	ʃaʁiʁɛ
charrieras	ʃaʁiʁɑ
charrierez	ʃaʁiʁe
charrieriez	ʃaʁiʁje
charrierions	ʃaʁiʁjɔ̃
charrierons	ʃaʁiʁɔ̃
charrieront	ʃaʁiʁɔ̃
charries	ʃaʁi
charriez	ʃaʁje
charriiez	ʃaʁije
charriions	ʃaʁijɔ̃
charrions	ʃaʁjɔ̃
charriot	ʃaʁjo
charriâmes	ʃaʁjɑm
charriât	ʃaʁjɑ
charriâtes	ʃaʁjɑt
charrière	ʃaʁjɛʁ
charrièrent	ʃaʁjɛʁ
charrié	ʃaʁje
charron	ʃaʁɔ̃
charron	ʃɑʁɔ̃
charrue	ʃaʁy
charte	ʃaʁt
charter	ʃaʁtɛʁ
chartisme	ʃaʁtism
chartiste	ʃaʁtist
chartrain	ʃaʁtʁɛ̃
chartres	ʃaʁtʁ
chartreuse	ʃaʁtʁøz
charybde	kaʁibd
chas	ʃɑ
chasse	ʃas
chassepot	ʃaspo
chasser	ʃase
chasseresse	ʃasʁɛs
chasses	ʃas
chasseur	ʃasœʁ
chassis	ʃasi
chassé	ʃase
chaste	ʃast
chasteté	ʃastəte
chasuble	ʃazybl
chat	tʃat
chat	ʃa
chateaubriand	ʃatobʁijɑ̃
chatière	ʃatjɛʁ
chatières	ʃatjɛʁ
chaton	ʃatɔ̃
chatonne	ʃatɔn
chatouillante	ʃatujɑ̃t
chatouiller	ʃatuje
chatouilleux	ʃatujø
chatoyant	ʃatwajɑ̃
chats	ʃa
chatte	ʃat
chattement	ʃatmɑ̃
chatterie	ʃatʁi
chatterton	ʃatɛʁtɔn
chatteur	tʃatœʁ
chatteurs	tʃatœʁ
chatteuse	tʃatøz
chatteuses	tʃatøz
chaud	ʃo
chaudasse	ʃodas
chaudement	ʃodmɑ̃
chaudière	ʃodjɛʁ
chaudron	ʃodʁɔ̃
chauffage	ʃofaʒ
chauffer	ʃofe
chaufferette	ʃofʁɛt
chaufferie	ʃofʁi
chauffeur	ʃofœʁ
chauffeuse	ʃoføz
chauffoir	ʃofwaʁ
chauler	ʃole
chaume	ʃom
chaumière	ʃomjɛʁ
chausse	ʃos
chausser	ʃose
chaussette	ʃosɛt
chaussettes	ʃosɛt
chausson	ʃosɔ̃
chaussure	ʃosyʁ
chaussée	ʃose
chauve	ʃov
chauvin	ʃovɛ̃
chauvinisme	ʃovinism
chauvissante	ʃovisɑ̃t
chaux	ʃo
chavin	ʃavɛ̃
chavirer	ʃaviʁe
chawarma	ʃawaʁma
chayotte	ʃajɔt
chaîne	ʃɛn
chaînette	ʃɛnɛt
chaînon	ʃɛnɔ̃
cheat	tʃit
cheau	ʃo
check	tʃɛk
checker	tʃɛke
cheddar	tʃɛdaʁ
chef	ʃɛf
cheffe	ʃɛf
chefferie	ʃɛfʁi
cheffes	ʃɛf
chefs	ʃɛf
cheftaine	ʃɛftɛn
cheikh	ʃɛk
chelem	ʃlɛm
chelin	ʃəlɛ̃
chelou	ʃəlu
chemin	ʃəmɛ̃
cheminement	ʃəminmɑ̃
cheminer	ʃəmine
cheminot	ʃəmino
cheminée	ʃəmine
chemisa	ʃəmiza
chemisai	ʃəmize
chemisaient	ʃəmizɛ
chemisais	ʃəmizɛ
chemisait	ʃəmizɛ
chemisant	ʃəmizɑ̃
chemisas	ʃəmizɑ
chemisasse	ʃəmizas
chemisassent	ʃəmizas
chemisasses	ʃəmizas
chemisassiez	ʃəmizasje
chemisassions	ʃəmizasjɔ̃
chemise	ʃəmiz
chemisent	ʃəmiz
chemiser	ʃəmize
chemisera	ʃəmizʁa
chemiserai	ʃəmizʁe
chemiseraient	ʃəmizʁɛ
chemiserais	ʃəmizʁɛ
chemiserait	ʃəmizʁɛ
chemiseras	ʃəmizʁɑ
chemiserez	ʃəmizʁe
chemiseriez	ʃəmizəʁje
chemiserions	ʃəmizəʁjɔ̃
chemiserons	ʃəmizʁɔ̃
chemiseront	ʃəmizʁɔ̃
chemises	ʃəmiz
chemisette	ʃəmizɛt
chemisez	ʃəmize
chemisiez	ʃəmizje
chemisions	ʃəmizjɔ̃
chemisons	ʃəmizɔ̃
chemisâmes	ʃəmizɑm
chemisât	ʃəmizɑ
chemisâtes	ʃəmizɑt
chemisèrent	ʃəmizɛʁ
chemisé	ʃəmize
chemisée	ʃəmize
chemisées	ʃəmize
chemisés	ʃəmize
chenal	ʃənal
chenapan	ʃənapɑ̃
cheneau	ʃəno
chenet	ʃənɛ
chenil	ʃənil
chenille	ʃnij
chenille	ʃənij
chenu	ʃəny
cheptel	ʃətɛl
cheptel	ʃɛptɛl
cher	ʃɛʁ
cherbourg	ʃɛʁbuʁ
cherbourgeoise	ʃɛʁbuʁʒwaz
cherchait	ʃɛʁʃɛ
cherche	ʃɛʁʃ
cherchent	ʃɛʁʃ
chercher	ʃɛʁʃe
cherches	ʃɛʁʃ
chercheur	ʃɛʁʃœʁ
chercheuse	ʃɛʁʃøz
cherchez	ʃɛʁʃe
cherchons	ʃɛʁʃɔ̃
cherokee	ʃeʁɔki
cherry	tʃɛʁi
cherry	ʃɛʁi
chers	ʃɛʁ
cherté	ʃɛʁte
chesterfield	tʃɛstœʁfil
cheum	ʃœm
chevaine	ʃəvɛn
cheval	ʃəval
chevaleresque	ʃəvalʁɛsk
chevaleresques	ʃəvalʁɛsk
chevalerie	ʃəvalʁi
chevalet	ʃəvalɛ
chevalier	ʃəvalje
chevalin	ʃəvalɛ̃
chevaline	ʃəvalin
chevalines	ʃəvalin
chevalins	ʃəvalɛ̃
chevalière	ʃəvaljɛʁ
chevauchement	ʃəvoʃmɑ̃
chevaucher	ʃəvoʃe
chevauchée	ʃəvoʃe
chevaux	ʃəvo
chevelu	ʃəvəly
chevelure	ʃəvəlyʁ
chevesne	ʃəvɛn
chevet	ʃəvɛ
cheveu	ʃvø
cheveu	ʃøvø
cheveu	ʃəvø
cheveux	ʃfø
cheveux	ʃəvø
cheville	ʃəvij
chevillier	ʃəvije
chevreau	ʃəvʁo
chevrette	ʃəvʁɛt
chevreuil	ʃəvʁœj
chevrier	ʃəvʁije
chevriers	ʃəvʁije
chevrière	ʃəvʁijɛʁ
chevrolet	ʃəvʁɔlɛ
chevron	ʃəvʁɔ̃
chevrotant	ʃəvʁɔtɑ̃
chevroter	ʃəvʁɔte
chevêche	ʃvɛʃ
chevêche	ʃəvɛʃ
chevêtre	ʃəvɛtʁ
cheyenne	ʃɛjɛn
cheyennes	ʃɛjɛn
chez	ʃe
chez	ʃez‿
chiac	ʃjak
chialer	ʃjale
chialer	ʃjɑle
chialeux	ʃjalø
chiant	ʃjɑ̃
chiante	ʃjɑ̃t
chiantes	ʃjɑ̃t
chianti	kjɑ̃ti
chiantis	kjɑ̃ti
chiants	ʃjɑ̃
chiaoux	ʃjau
chiasme	kjasm
chiasse	ʃjas
chibre	ʃibʁ
chic	ʃik
chicago	ʃikaɡo
chicagolais	ʃikaɡɔlɛ
chicana	ʃikana
chicanai	ʃikane
chicanaient	ʃikanɛ
chicanais	ʃikanɛ
chicanait	ʃikanɛ
chicanant	ʃikanɑ̃
chicanas	ʃikanɑ
chicanasse	ʃikanas
chicanassent	ʃikanas
chicanasses	ʃikanas
chicanassiez	ʃikanasje
chicanassions	ʃikanasjɔ̃
chicane	ʃikan
chicanent	ʃikan
chicaner	ʃikane
chicanera	ʃikanʁa
chicanerai	ʃikanʁe
chicaneraient	ʃikanʁɛ
chicanerais	ʃikanʁɛ
chicanerait	ʃikanʁɛ
chicaneras	ʃikanʁɑ
chicanerez	ʃikanʁe
chicaneriez	ʃikanəʁje
chicanerions	ʃikanəʁjɔ̃
chicanerons	ʃikanʁɔ̃
chicaneront	ʃikanʁɔ̃
chicanes	ʃikan
chicaneur	ʃikanœʁ
chicanez	ʃikane
chicaniez	ʃikanje
chicanions	ʃikanjɔ̃
chicanons	ʃikanɔ̃
chicanâmes	ʃikanɑm
chicanât	ʃikanɑ
chicanâtes	ʃikanɑt
chicanèrent	ʃikanɛʁ
chicané	ʃikane
chicaya	ʃikaja
chiche	ʃiʃ
chichi	ʃiʃi
chichon	ʃiʃɔ̃
chiclette	ʃiklɛt
chicon	ʃikɔ̃
chicorée	ʃikɔʁe
chicotte	ʃikɔt
chicoutai	ʃikute
chien	ʃjɛ̃
chienchien	ʃjɛ̃ʃjɛ̃
chiendent	ʃjɛ̃dɑ̃
chienlit	ʃjɑ̃li
chienne	ʃjɛn
chiennerie	ʃjɛnʁi
chier	ʃje
chierie	ʃiʁi
chiers	ʃjɛʁ
chieur	ʃjœʁ
chiffe	ʃif
chiffon	ʃifɔ̃
chiffonner	ʃifɔne
chiffonnier	ʃifɔnje
chiffonné	ʃifɔne
chiffrage	ʃifʁaʒ
chiffre	ʃifʁ
chiffrement	ʃifʁəmɑ̃
chiffrer	ʃifʁe
chiffres	ʃifʁ
chignole	ʃiɲɔl
chignon	ʃiɲɔ̃
chihiro	tʃiiʁo
chihiro	ʃiiʁo
chihuahua	ʃiwawa
chilien	ʃiljɛ̃
chimie	ʃimi
chimiluminescence	ʃimilyminesɑ̃s
chimiostratigraphie	ʃimjɔstʁatiɡʁafi
chimique	ʃimik
chimiquement	ʃimikmɑ̃
chimiquier	ʃimikje
chimiste	ʃimist
chimpanzé	ʃɛ̃pɑ̃ze
chimère	ʃimɛʁ
chimérique	ʃimeʁik
chinchard	ʃɛ̃ʃaʁ
chinchilla	ʃɛ̃ʃila
chine	ʃin
chiner	ʃine
chinetoque	ʃintɔk
chineur	ʃinœʁ
chinois	ʃinwa
chinois	ʃinwɑ
chinoisa	ʃinwaza
chinoisai	ʃinwaze
chinoisaient	ʃinwazɛ
chinoisais	ʃinwazɛ
chinoisait	ʃinwazɛ
chinoisant	ʃinwazɑ̃
chinoisas	ʃinwazɑ
chinoisasse	ʃinwazas
chinoisassent	ʃinwazas
chinoisasses	ʃinwazas
chinoisassiez	ʃinwazasje
chinoisassions	ʃinwazasjɔ̃
chinoisent	ʃinwaz
chinoiser	ʃinwaze
chinoisera	ʃinwazʁa
chinoiserai	ʃinwazʁe
chinoiseraient	ʃinwazʁɛ
chinoiserais	ʃinwazʁɛ
chinoiserait	ʃinwazʁɛ
chinoiseras	ʃinwazʁɑ
chinoiserez	ʃinwazʁe
chinoiserie	ʃinwazʁi
chinoiseriez	ʃinwazəʁje
chinoiserions	ʃinwazəʁjɔ̃
chinoiserons	ʃinwazʁɔ̃
chinoiseront	ʃinwazʁɔ̃
chinoisez	ʃinwaze
chinoisiez	ʃinwazje
chinoisions	ʃinwazjɔ̃
chinoisons	ʃinwazɔ̃
chinoisâmes	ʃinwazɑm
chinoisât	ʃinwazɑ
chinoisâtes	ʃinwazɑt
chinoisèrent	ʃinwazɛʁ
chinoisé	ʃinwaze
chiot	ʃjo
chiotte	ʃjɔt
chiourme	ʃjuʁm
chipa	ʃipa
chipai	ʃipe
chipaient	ʃipɛ
chipais	ʃipɛ
chipait	ʃipɛ
chipant	ʃipɑ̃
chipas	ʃipɑ
chipasse	ʃipas
chipassent	ʃipas
chipasses	ʃipas
chipassiez	ʃipasje
chipassions	ʃipasjɔ̃
chipe	ʃip
chipent	ʃip
chiper	ʃipe
chipera	ʃipʁa
chiperai	ʃipʁe
chiperaient	ʃipʁɛ
chiperais	ʃipʁɛ
chiperait	ʃipʁɛ
chiperas	ʃipʁɑ
chiperez	ʃipʁe
chiperiez	ʃipəʁje
chiperions	ʃipəʁjɔ̃
chiperons	ʃipʁɔ̃
chiperont	ʃipʁɔ̃
chipes	ʃip
chipez	ʃipe
chipie	ʃipi
chipies	ʃipi
chipiez	ʃipje
chipions	ʃipjɔ̃
chipons	ʃipɔ̃
chipota	ʃipɔta
chipotage	ʃipɔtaʒ
chipotai	ʃipɔte
chipotaient	ʃipɔtɛ
chipotais	ʃipɔtɛ
chipotait	ʃipɔtɛ
chipotant	ʃipɔtɑ̃
chipotas	ʃipɔtɑ
chipotasse	ʃipɔtas
chipotassent	ʃipɔtas
chipotasses	ʃipɔtas
chipotassiez	ʃipɔtasje
chipotassions	ʃipɔtasjɔ̃
chipote	ʃipɔt
chipotent	ʃipɔt
chipoter	ʃipɔte
chipotera	ʃipɔtʁa
chipoterai	ʃipɔtʁe
chipoteraient	ʃipɔtʁɛ
chipoterais	ʃipɔtʁɛ
chipoterait	ʃipɔtʁɛ
chipoteras	ʃipɔtʁɑ
chipoterez	ʃipɔtʁe
chipoteriez	ʃipɔtəʁje
chipoterions	ʃipɔtəʁjɔ̃
chipoterons	ʃipɔtʁɔ̃
chipoteront	ʃipɔtʁɔ̃
chipotes	ʃipɔt
chipotez	ʃipɔte
chipotiez	ʃipɔtje
chipotions	ʃipɔtjɔ̃
chipotons	ʃipɔtɔ̃
chipotâmes	ʃipɔtɑm
chipotât	ʃipɔtɑ
chipotâtes	ʃipɔtɑt
chipotèrent	ʃipɔtɛʁ
chipoté	ʃipɔte
chips	tʃip
chips	ʃips
chipâmes	ʃipɑm
chipât	ʃipɑ
chipâtes	ʃipɑt
chipèrent	ʃipɛʁ
chipé	ʃipe
chique	ʃik
chiquer	ʃike
chiqué	ʃike
chiralité	kiʁalite
chiridien	kiʁidjɛ̃
chiridienne	kiʁidjɛn
chiromancien	kiʁɔmɑ̃sjɛ̃
chiron	kiʁɔ̃
chirurgical	ʃiʁyʁʒikal
chirurgie	ʃiʁyʁʒi
chirurgien	siryrʒɛ̃
chirurgien	ʃiʁyʁʒjɛ̃
chirurgienne	ʃiʁyʁʒjɛn
chisa	tʃisa
chitine	kitin
chitinisée	kitinize
chiure	ʃjyʁ
chiyo	tʃijo
chlague	ʃlaɡ
chlamyde	klamid
chleuh	ʃlø
chleuhe	ʃlø
chlinguer	ʃlɛ̃ɡe
chlorage	klɔʁaʒ
chloranile	klɔʁanil
chloration	klɔʁasjɔ̃
chlore	klɔʁ
chlorer	klɔʁe
chloreux	klɔʁø
chlorhydrate	klɔʁidʁat
chlorhydrique	klɔʁidʁik
chlorique	klɔʁik
chloristique	klɔʁistik
chlorite	klɔʁit
chlorofluorocarbone	klɔʁɔflyɔʁɔkaʁbɔn
chlorofluorocarbure	klɔʁɔflyɔʁɔkaʁbyʁ
chloroforme	klɔʁɔfɔʁm
chloroforment	klɔʁɔfɔʁm
chloroformer	klɔʁɔfɔʁme
chloroformique	klɔʁɔfɔʁmik
chloroiodure	klɔʁɔjɔdyʁ
chloromètre	ʃlɔʁɔmɛtʁ
chlorométhane	klɔʁɔmetan
chlorométrie	klɔʁɔmetʁi
chlorophylle	klɔʁɔfil
chlorophyllien	klɔʁɔfiljɛ̃
chlorophyllienne	klɔʁɔfiljɛn
chloropicrine	klɔʁɔpikʁin
chlorose	klɔʁoz
chlorurage	klɔʁyʁaʒ
chloruration	klɔʁyʁasjɔ̃
chlorure	klɔʁyʁ
chlorurer	klɔʁyʁe
chlorée	klɔʁe
chloé	kloe
chloé	klɔe
chnek	ʃnɛk
chnoute	ʃnut
choc	tʃɒk
choc	tʃɔk
choc	ʃɔk
chochotte	ʃɔʃɔt
chocolat	ʃɔkɔla
chocolater	ʃɔkɔlate
chocolatier	ʃɔkɔlatje
chocolatiers	ʃɔkɔlatje
chocolatine	ʃɔkɔlatin
chocolatine	ʃɔkɔlatsɪn
chocolatière	ʃɔkɔlatjɛʁ
chocolatières	ʃɔkɔlatjɛʁ
choeur	kœʁ
choin	ʃwɛ̃
choir	ʃwaʁ
choisir	ʃwaziʁ
choix	ʃwa
choka	tʃɔka
chokaient	tʃɔkɔ̃
chokais	tʃɔkɔ̃
chokait	tʃɔkɔ̃
choke	tʃok
chokent	tʃɔk
choker	tʃoke
chokes	tʃɔk
chokez	tʃɔke
chokiez	tʃɔkɔ̃
chokions	tʃɔkɔ̃
chokons	tʃɔkɔ̃
cholestérate	kɔlɛsteʁat
cholestérique	kɔlɛsteʁik
cholestérol	kɔlɛsteʁɔl
choline	kɔlin
choléate	kɔleat
choléra	kɔleʁa
cholérique	kɔleʁik
chondrome	kɔ̃dʁɔm
chooz	ʃo
chope	ʃɔp
choper	ʃɔpe
chopin	ʃɔpɛ̃
chopina	ʃɔpina
chopinai	ʃɔpine
chopinaient	ʃɔpinɛ
chopinais	ʃɔpinɛ
chopinait	ʃɔpinɛ
chopinant	ʃɔpinɑ̃
chopinas	ʃɔpinɑ
chopinasse	ʃɔpinas
chopinassent	ʃɔpinas
chopinasses	ʃɔpinas
chopinassiez	ʃɔpinasje
chopinassions	ʃɔpinasjɔ̃
chopine	ʃɔpin
chopinent	ʃɔpin
chopinera	ʃɔpinʁa
chopinerai	ʃɔpinʁe
chopineraient	ʃɔpinʁɛ
chopinerais	ʃɔpinʁɛ
chopinerait	ʃɔpinʁɛ
chopineras	ʃɔpinʁɑ
chopinerez	ʃɔpinʁe
chopineriez	ʃɔpinəʁje
chopinerions	ʃɔpinəʁjɔ̃
chopinerons	ʃɔpinʁɔ̃
chopineront	ʃɔpinʁɔ̃
chopines	ʃɔpin
chopinez	ʃɔpine
chopiniez	ʃɔpinje
chopinions	ʃɔpinjɔ̃
chopinons	ʃɔpinɔ̃
chopinâmes	ʃɔpinɑm
chopinât	ʃɔpinɑ
chopinâtes	ʃɔpinɑt
chopinèrent	ʃɔpinɛʁ
chopiné	ʃɔpine
chopper	ʃɔpe
choque	ʃɔk
choquer	ʃɔke
choral	kɔʁal
chorale	kɔʁal
choralement	kɔʁalmɑ̃
choriale	kɔʁjal
chorion	kɔʁjɔ̃
chorionique	kɔʁjɔnik
choriste	kɔʁist
chorizo	ʃɔʁizo
chorologiquement	kɔʁɔlɔʒikmɑ̃
choroïde	kɔʁɔid
choroïdienne	kɔʁɔidjɛn
chorus	kɔʁys
choré	ʃɔʁe
chorée	kɔʁe
chorégraphe	kɔʁeɡʁaf
chorégraphes	kɔʁeɡʁaf
chorégraphie	kɔʁeɡʁafi
chorégraphient	kɔʁeɡʁafi
chorégraphier	kɔʁeɡʁafje
chorégraphies	kɔʁeɡʁafi
chorégraphique	kɔʁeɡʁafik
chorégraphiquement	kɔʁeɡʁafikmɑ̃
chorégraphiques	kɔʁeɡʁafik
chose	ʃoz
choses	ʃoz
chott	ʃɔt
chou	ʃu
chouanne	ʃwan
choucas	ʃukɑ
chouchanik	ʃuʃanik
chouchen	ʃuʃɛn
chouchi	ʃuʃi
chouchou	ʃuʃu
chouchoute	ʃuʃut
choucroute	ʃukʁut
chouette	ʃwɛt
chouffe	ʃuf
chouillat	ʃuja
chouinegomme	ʃwinɡɔm
chouiner	ʃwine
choupique	ʃupik
choupisson	ʃupisɔ̃
chouraver	ʃuʁave
chourer	ʃuʁe
chourina	ʃuʁina
chourinai	ʃuʁine
chourinaient	ʃuʁinɛ
chourinais	ʃuʁinɛ
chourinait	ʃuʁinɛ
chourinant	ʃuʁinɑ̃
chourinas	ʃuʁinɑ
chourinasse	ʃuʁinas
chourinassent	ʃuʁinas
chourinasses	ʃuʁinas
chourinassiez	ʃuʁinasje
chourinassions	ʃuʁinasjɔ̃
chourine	ʃuʁin
chourinent	ʃuʁin
chouriner	ʃuʁine
chourinera	ʃuʁinʁa
chourinerai	ʃuʁinʁe
chourineraient	ʃuʁinʁɛ
chourinerais	ʃuʁinʁɛ
chourinerait	ʃuʁinʁɛ
chourineras	ʃuʁinʁɑ
chourinerez	ʃuʁinʁe
chourineriez	ʃuʁinəʁje
chourinerions	ʃuʁinəʁjɔ̃
chourinerons	ʃuʁinʁɔ̃
chourineront	ʃuʁinʁɔ̃
chourines	ʃuʁin
chourinez	ʃuʁine
chouriniez	ʃuʁinje
chourinions	ʃuʁinjɔ̃
chourinons	ʃuʁinɔ̃
chourinâmes	ʃuʁinɑm
chourinât	ʃuʁinɑ
chourinâtes	ʃuʁinɑt
chourinèrent	ʃuʁinɛʁ
chouriné	ʃuʁine
chouré	ʃuʁe
chousse	ʃus
choute	ʃut
chouïa	ʃuja
choyer	ʃwaje
christ	kʁi
christ	kʁist
christelle	kʁistɛl
christian	kʁistjɑ̃
christiane	kʁistjan
christianisation	kʁistjanizasjɔ̃
christianiser	kʁistjanize
christianisme	kʁistjanism
christine	kʁistin
christophe	kʁistɔf
christopher	kʁistɔfɛʁ
christophine	kʁistɔfin
chromate	kʁɔmat
chromatine	kʁɔmatin
chromatique	kʁɔmatik
chromatiquement	kʁɔmatikmɑ̃
chromatiser	kʁɔmatize
chromatisme	kʁɔmatism
chromatogramme	kʁɔmatɔɡʁam
chromatographe	kʁɔmatɔɡʁaf
chrome	kʁom
chromeuse	kʁɔmøz
chromeux	kʁɔmø
chromique	kʁɔmik
chromolithographie	kʁɔmɔlitɔɡʁafi
chromophile	kʁɔmɔfil
chromosome	kʁɔmozom
chromosphère	kʁɔmɔsfɛʁ
chromé	kʁɔme
chronique	kʁɔnik
chroniquement	kʁɔnikmɑ̃
chroniquer	kʁɔnike
chroniques	kʁɔnik
chroniqueur	kʁɔnikœʁ
chroniqueuse	kʁɔnikøz
chrono	kʁɔno
chronogramme	kʁɔnɔɡʁam
chronographe	kʁɔnɔɡʁaf
chronologie	kʁɔnɔlɔʒi
